,mt,n_cells_by_counts,mean_counts,pct_dropout_by_counts,total_counts,n_cells,highly_variable,means,dispersions,dispersions_norm
Ppp1r42,False,189,0.03982883475971034,96.88940092165899,242,189,True,0.04710579593487832,0.7166791830583494,0.9023738
Ly96,False,1211,0.30710994075049375,80.06912442396313,1866,1211,True,0.2904996692683483,0.7267916136878785,0.93788946
Tram2,False,308,0.06138907175773535,94.93087557603687,373,308,True,0.06119059140941792,0.6242990329479098,0.577927
Ogfrl1,False,1435,0.3576366030283081,76.38248847926268,2173,1435,True,0.36234062680019913,0.8684234656796251,0.6964069
Lmbrd1,False,1219,0.24506254114549045,79.93745885450954,1489,1219,True,0.26758877738531395,0.6212373164433814,0.567174
Ptp4a1,False,2339,0.631336405529954,61.504279131007245,3836,2339,True,0.6060214424780974,0.9373688891163684,0.89668745
Aff3,False,443,0.08015141540487163,92.70901909150757,487,443,True,0.10215679216979213,0.6172121662435787,0.55303735
Gm16152,False,567,0.10401579986833442,90.66820276497695,632,567,True,0.14262883258268544,0.6718031829493551,0.7447655
Tbc1d8,False,409,0.09973666886109282,93.26859776168533,606,409,True,0.08877210301964647,0.7371642580943972,0.97431904
Rnf149,False,2485,0.9124423963133641,59.101382488479274,5544,2485,True,0.747335422775219,1.2167503766620376,0.88295895
Il1r2,False,2271,1.163429888084266,62.62343647136274,7069,2271,True,1.0229895388271841,2.099023575440249,1.7287568
Il18r1,False,834,0.173963133640553,86.27386438446347,1057,834,True,0.20376703671055896,0.7110840751751354,0.8827233
Il18rap,False,859,0.16161948650427913,85.862409479921,982,859,True,0.19741131588984,0.6062378276004498,0.5144946
Slc40a1,False,1248,0.4479921000658328,79.4601711652403,2722,1248,True,0.4635131568830447,1.5594824303722299,2.7038743
Pgap1,False,307,0.05727452271231073,94.94733377221857,348,307,True,0.07127545903428513,0.6522990566606555,0.6762654
Coq10b,False,1194,0.2414417379855168,80.34891375905201,1467,1194,True,0.2835692073363271,0.7610825958436702,1.0583222
Cd28,False,1799,0.5161290322580645,70.39170506912443,3136,1799,True,0.505486463071661,0.9760628202750992,1.0090901
Gm11579,False,105,0.021395655036208033,98.27188940092167,130,105,True,0.029417612130934113,0.8882534587563601,1.5049568
Ctla4,False,57,0.01184990125082291,99.06188281764318,72,57,True,0.01524591838277013,0.7215812684424736,0.9195903
Icos,False,474,0.09743252139565503,92.19881500987492,592,474,True,0.12111912173796156,0.890546492147791,1.5130101
Klf7,False,1113,0.2228439763001975,81.68202764976958,1354,1113,True,0.2511995077126162,0.6333049185744521,0.60955644
Plekhm3,False,566,0.1152073732718894,90.68466096115866,700,566,True,0.12553807484041568,0.6588204390345785,0.69916904
Idh1,False,776,0.238973008558262,87.22843976300197,1452,776,True,0.17956381080425238,0.7383809527326253,0.97859216
Ikzf2,False,574,0.2259710335747202,90.55299539170507,1373,574,True,0.2626982272265466,1.8016557698612088,4.7129016
Fn1,False,219,0.11076366030283082,96.39565503620803,673,219,True,0.059625125700685476,1.1886417479268832,2.5599453
Rufy4,False,406,0.08640552995391705,93.31797235023042,525,406,True,0.13892034871269304,1.0193395934955964,1.9653422
Cxcr2,False,2233,1.4614878209348254,63.24884792626728,8880,2233,True,1.2368147948417534,2.185998078389758,1.8688306
Cxcr1,False,254,0.0608953258722844,95.81961816984858,370,254,True,0.10057787457541427,1.393933175743875,3.280946
Slc11a1,False,1409,0.5192560895325873,76.81040157998683,3155,1409,True,0.4148667585309192,0.9889470947143207,1.0465177
Farsb,False,1166,0.24621461487820934,80.80974325213957,1496,1166,True,0.25228336589236167,0.6080140887659921,0.52073294
Ap1s3,False,459,0.08624094799210007,92.4456879526004,524,459,True,0.0962101603435829,0.607471781090216,0.51882833
Serpine2,False,54,0.012508229098090849,99.11125740618829,76,54,True,0.013168143097692613,0.8842237710359356,1.4908042
Pid1,False,667,0.26991441737985516,89.0223831468071,1640,667,True,0.19161145033805704,1.1450133551393873,2.406719
C130026I21Rik,False,592,0.12853851217906517,90.2567478604345,781,592,True,0.15240937460538628,0.797268013595982,1.1854084
A530032D15Rik,False,877,0.2042462146148782,85.56616194865043,1241,877,True,0.22720095666311171,0.8774058859293242,1.4668592
A530040E14Rik,False,534,0.11652402896642527,91.21132323897301,708,534,True,0.13108088409088414,0.8315574105450022,1.3058356
A630001G21Rik,False,1095,0.2230085582620145,81.97827518104016,1355,1095,True,0.23478811600649555,0.6026457180464208,0.5018788
Sag,False,165,0.03554970375246873,97.28439763001975,216,165,True,0.03933631158476959,1.2568302755341758,2.7994292
Agap1,False,120,0.02106649111257406,98.02501645819618,128,120,True,0.02705756063426157,0.6142260952754096,0.54255
Hdac4,False,915,0.1728110599078341,84.94075049374588,1050,915,True,0.21160580825295894,0.634129722041611,0.6124532
Gpr35,False,532,0.11010533245556287,91.24423963133641,669,532,True,0.11223307534563914,0.6557919585960215,0.68853277
St8sia4,False,1484,0.36158657011191575,75.57603686635946,2197,1484,True,0.3694248774914595,0.874154732442795,0.71305573
Slco4c1,False,80,0.015635286372613563,98.68334430546412,95,80,True,0.017740021253851438,0.6629353505950816,0.71362096
Pam,False,365,0.06945358788676761,93.99275839368005,422,365,True,0.09188765683007218,0.774657061051213,1.1059968
Bcl2,False,2909,1.499341672152732,52.1231073074391,9110,2909,True,1.0923784856578136,1.667001654285872,1.0329784
Serpinb10,False,165,0.04937458854509546,97.28439763001975,300,165,True,0.03694507236270015,0.8506804329611317,1.3729973
Ralb,False,1208,0.2944371296905859,80.11849901250822,1789,1208,True,0.27949436110045944,0.6416659614966643,0.63892114
Tmem37,False,455,0.15816326530612246,92.51152073732719,961,455,True,0.11893055485597981,1.0409168814702652,2.0411234
Marco,False,95,0.03620803159973667,98.43647136273864,220,95,True,0.04423207485106741,2.9046928273922537,8.586859
Tmem163,False,206,0.040157998683344305,96.60961158657011,244,206,True,0.0538657082996726,0.7690282230797333,1.0862279
Mcm6,False,1133,0.35813034891375906,81.35286372613561,2176,1133,True,0.27958726001160017,0.7754081077614953,1.1086346
Cd55,False,770,0.15898617511520738,87.32718894009217,966,770,True,0.20551364871796757,0.9438187583574292,1.7001067
Fcmr,False,865,0.554312047399605,85.76366030283081,3368,865,True,0.6301917579922788,2.5278509892352994,3.5756135
Mapkapk2,False,1279,0.337063857801185,78.94996708360765,2048,1279,True,0.2834366424152309,0.6530321677321514,0.67884016
Ctse,False,138,0.024193548387096774,97.72876892692561,147,138,True,0.03382686323437509,0.6158549318971823,0.54827064
Rab7b,False,286,0.05826201448321264,95.29295589203424,354,286,True,0.06176486984039112,0.6048019563362159,0.5094517
Nuak2,False,750,0.15273206056616195,87.65635286372614,928,750,True,0.17788685064059526,0.7160728365314156,0.90024424
Pik3c2b,False,112,0.020243581303489137,98.15668202764977,123,112,True,0.029837479888879376,0.7367103581686203,0.9727249
Lax1,False,971,0.2098420013166557,84.01909150757076,1275,971,True,0.23322005488065448,0.6561971960004089,0.689956
Chil1,False,1226,0.5111915734035549,79.82225148123766,3106,1226,True,0.543943277836649,1.6153234329936248,2.8660877
Ppfia4,False,591,0.19486504279131006,90.27320605661619,1184,591,True,0.15006802422357793,1.0574016988911477,2.0990195
Adipor1,False,3792,1.5896971691902568,37.59052007899935,9659,3792,True,1.1768137970092674,1.4620737626740743,0.7029388
Ptpn7,False,1134,0.2519749835418038,81.33640552995391,1531,1134,True,0.24905197339502483,0.6418033407059085,0.6394036
Phlda3,False,137,0.036372613561553656,97.7452271231073,221,137,True,0.031937411168923575,0.8275121068295777,1.2916281
Cacna1s,False,99,0.035878867676102696,98.37063857801185,218,99,True,0.03395180602450695,1.1903611430525847,2.565984
Gm19705,False,975,0.20622119815668202,83.95325872284398,1253,975,True,0.2337132279204825,0.7030468075055247,0.8544957
Rgs2,False,3000,1.6868005266622779,50.62541145490454,10249,3000,True,1.0986015847821906,1.5888430203330473,0.9071027
Rgs1,False,633,0.1793943383805135,89.58196181698486,1090,633,True,0.17289558406990066,1.1336402044597742,2.3667755
Rgs18,False,932,0.23288347597103357,84.66096115865702,1415,932,True,0.2599514206016067,0.8909731020820606,1.5145085
Ptgs2,False,49,0.008887425938117182,99.19354838709677,54,49,True,0.015990473218095356,0.9762840083755548,1.8141274
Fam129a,False,1008,0.22481895984200131,83.41013824884793,1366,1008,True,0.23596095338118583,0.66212427274667,0.7107724
1700025G04Rik,False,1101,0.26102699144173797,81.87952600394996,1586,1101,True,0.2525606735043483,0.6508146889880748,0.6710522
Rgl1,False,342,0.10187623436471363,94.37129690585911,619,342,True,0.07400726841577852,0.6701863139894064,0.7390869
Cacna1e,False,158,0.033739302172481896,97.39960500329164,205,158,True,0.04087148944786872,0.7889003155986273,1.1560204
Gm9530,False,55,0.009874917709019092,99.09479921000658,60,55,True,0.014328300240131176,0.7317559739772418,0.9553247
Qsox1,False,1182,0.2705727452271231,80.54641211323239,1644,1182,True,0.3110767133196265,0.8299611078074345,0.584677
Tor3a,False,1141,0.28604344963791967,81.22119815668202,1738,1141,True,0.2572579157056966,0.6700235535727993,0.7385153
Ralgps2,False,1017,0.23716260697827518,83.26201448321264,1441,1017,True,0.2877416057504479,1.0915861992008207,2.2190783
Fasl,False,171,0.03308097432521396,97.18564845292957,201,171,True,0.042590689186346266,0.6623359690651083,0.7115159
Selp,False,107,0.019749835418038184,98.23897300855826,120,107,True,0.027248159299575938,0.7206046343120258,0.9161603
Atp1b1,False,896,0.2488479262672811,85.25345622119815,1512,896,True,0.2548499019249636,1.1678696808020452,2.4869921
Xcl1,False,727,0.2779789335088874,88.0348913759052,1689,727,True,0.271954094207126,2.617834086668445,7.579387
Creg1,False,2539,1.0266622778143515,58.21263989466754,6238,2539,True,0.7265586069472082,1.0715666269767983,0.5847898
Cd247,False,2079,0.5483870967741935,65.78341013824884,3332,2079,True,0.5402009708638978,0.8211601847673836,0.55911106
Pbx1,False,758,0.16968400263331138,87.52468729427255,1031,758,True,0.2067664676262279,0.8855070286123095,1.4953111
Fcrla,False,717,0.27139565503620805,88.1994733377222,1649,717,True,0.30664065772630217,1.5681926537049717,3.8929596
Fcgr2b,False,1339,0.7462146148782094,77.96247531270572,4534,1339,True,0.48022901993421485,1.4819839915119783,2.478748
Fcgr4,False,1932,0.8554970375246873,68.20276497695852,5198,1932,True,0.6753835794765645,1.4052865448651701,1.2701625
Fcgr3,False,3084,2.311224489795918,49.24292297564187,14043,3084,True,1.3460303327090528,1.860584710031975,0.8411118
Fcer1g,False,5256,14.251481237656353,13.495720868992755,86592,5256,True,2.8716875447491863,3.174628375848534,0.97354525
B4galt3,False,841,0.16326530612244897,86.15865701119158,992,841,True,0.18997648347778515,0.6176291268733411,0.5545018
F11r,False,243,0.05595786701777485,96.00065832784726,340,243,True,0.05006543506068821,0.6638729411493656,0.7169139
B930036N10Rik,False,752,0.1706714944042133,87.62343647136274,1037,752,True,0.18574799691896857,1.0225249573270083,1.9765295
Cd244,False,1334,0.3681698485845951,78.04476629361422,2237,1334,True,0.37852669792241145,1.0634659094240377,1.2629886
Slamf7,False,648,0.19832126398946676,89.33508887425938,1205,648,True,0.1978445573482867,1.3910588287705623,3.270851
Slamf1,False,133,0.025510204081632654,97.81105990783409,155,133,True,0.03543280580189017,0.7544922162720822,1.0351763
Slamf6,False,2127,0.6107636603028308,64.99341672152732,3711,2127,True,0.599283365572979,1.1016117492243847,1.373799
Slamf9,False,176,0.04739960500329164,97.10335747202107,288,176,True,0.04926057865918233,0.9475323556914513,1.7131492
Gm4955,False,2805,0.945687952600395,53.834759710335746,5746,2805,True,0.7801110072906459,1.063041988974473,0.5672825
BC094916,False,1279,0.29641211323238975,78.94996708360765,1801,1279,True,0.3259844022722638,0.8291192800334692,0.5822316
Pydc3,False,1608,0.39631336405529954,73.53522053982884,2408,1608,True,0.41869143070184933,0.8841578597967441,0.74211395
AI607873,False,864,0.3146807109940751,85.7801184990125,1912,864,True,0.22976401995318915,0.909020722085633,1.5778931
Ifi204,False,1765,0.9506254114549045,70.95128373930217,5776,1765,True,0.656871835534295,1.4394402903120005,1.3403052
Mnda,False,716,0.33657011191573405,88.21593153390388,2045,716,True,0.22543286146686284,1.22651074327984,2.6929445
Ifi205,False,393,0.14730085582620145,93.5319289005925,895,393,True,0.10017862099361174,1.4352185766999603,3.4259436
Kmo,False,286,0.08377221856484529,95.29295589203424,509,286,True,0.08808601269345662,1.0466063708179503,2.0611055
Parp1,False,1184,0.25164581961816984,80.51349572086899,1529,1184,True,0.24990182615290316,0.6365944947332425,0.6211097
Pycr2,False,1237,0.26678736010533244,79.64121132323896,1621,1237,True,0.2609401624221735,0.6500654388210881,0.6684208
Lefty1,False,174,0.050032916392363395,97.13627386438446,304,174,True,0.053852705023738824,1.108229447758331,2.2775307
Ephx1,False,309,0.05661619486504279,94.91441737985517,344,309,True,0.07370539908204207,0.6183725084678348,0.5571126
Hlx,False,632,0.1367676102699144,89.59842001316656,831,632,True,0.15369930642524007,0.8556556308286298,1.3904705
Cenpf,False,207,0.11224489795918367,96.59315339038841,682,207,True,0.05395994536731599,0.9751525993948682,1.8101538
Batf3,False,324,0.08377221856484529,94.66754443712969,509,324,True,0.06007239871796902,0.653890927529911,0.6818562
Atf3,False,135,0.025839368005266622,97.7781435154707,157,135,True,0.025519092078393736,0.6059070925363144,0.513333
Lamb3,False,1062,0.20770243581303488,82.52139565503622,1262,1062,True,0.25176983317065427,0.6033362998974744,0.5043042
G0s2,False,1742,0.5911784068466096,71.32982225148123,3592,1742,True,0.6132451653472779,1.6843105679657346,3.0664895
Cr2,False,405,0.13051349572086898,93.33443054641212,793,405,True,0.18268893185201204,1.5806460143757317,3.9366968
Optn,False,120,0.02057274522712311,98.02501645819618,125,120,True,0.028389448553932977,0.629947128735455,0.5977636
Il2ra,False,53,0.012343647136273865,99.12771560236997,75,53,True,0.01812547354493004,1.6767667285438799,4.2742805
Vim,False,4003,4.116524028966425,34.11784068466096,25012,4003,True,1.5329010454031924,2.230121099898102,1.3165402
St8sia6,False,86,0.017939433838051348,98.58459512837393,109,86,True,0.02159889435589211,0.66878075600229,0.7341505
Mrc1,False,132,0.03703094140882159,97.8275181040158,225,132,True,0.025898902630388614,0.7550061170162424,1.0369811
Armc3,False,700,0.14088215931533904,88.47926267281106,856,700,True,0.18339067846355883,0.8900287637560026,1.5111918
Hnmt,False,449,0.08821593153390389,92.61026991441737,536,449,True,0.1225993773897714,0.8356428094798349,1.3201839
Il1f9,False,1464,0.5291310072416063,75.90520078999342,3215,1464,True,0.6284667461641433,1.6673290555114089,1.8083286
Il1rn,False,937,0.23946675444371296,84.57867017774852,1455,937,True,0.32727773715334774,1.473271746961012,2.4534397
Nrarp,False,166,0.03176431863067808,97.26793943383805,193,166,True,0.03902123426404152,0.6735481856204233,0.7508941
Fcna,False,63,0.01596445029624753,98.963133640553,97,63,True,0.012525862627723365,0.8468527495263758,1.3595542
Bmyc,False,1141,0.2565832784726794,81.22119815668202,1559,1141,True,0.25837149008569144,0.7754923024505693,1.1089303
Slc2a6,False,915,0.19815668202764977,84.94075049374588,1204,915,True,0.25167257509715374,0.9221253646946257,1.6239178
Fcnb,False,89,0.07620144832126399,98.53522053982884,463,89,True,0.02582521945729639,1.361764138586935,3.1679657
Slc27a4,False,584,0.11125740618828177,90.38841342988808,676,584,True,0.1356050377673578,0.6354492079502564,0.61708736
Qrfp,False,185,0.03489137590520079,96.95523370638578,212,185,True,0.04475403537436906,0.632519539252773,0.6067981
Lcn2,False,4574,13.34216589861751,24.720210664911125,81067,4574,True,2.700080077722795,4.2663304075558095,1.804292
Mvb12b,False,478,0.08805134957208689,92.13298222514811,535,478,True,0.10730700422589316,0.6511383642068531,0.672189
Hspa5,False,3794,2.605497037524687,37.55760368663594,15831,3794,True,1.2037425776789574,2.6712572067132476,2.6503482
Gsn,False,2111,0.7162606978275181,65.2567478604345,4352,2111,True,0.6140037548156362,1.0777067527433075,1.304357
Dab2ip,False,60,0.010368663594470046,99.01250822909809,63,60,True,0.013058226412450791,0.6121790687395922,0.5353607
Strbp,False,677,0.13643844634628044,88.85780118499012,829,677,True,0.1598173496246293,0.6422350399000478,0.64091974
Nek6,False,242,0.04986833443054641,96.01711652402896,303,242,True,0.06182317661585826,0.6989008843485564,0.8399349
Kynu,False,167,0.032751810401579984,97.25148123765635,199,167,True,0.03625976450134211,0.6427230643690515,0.64263374
Zeb2,False,1225,0.6481237656352864,79.83870967741935,3938,1225,True,0.43671231231270663,1.2940609141229031,1.9328475
Zeb2os,False,669,0.1825213956550362,88.98946675444371,1109,669,True,0.14395051074391288,0.6103071320908845,0.5287863
Rnd3,False,232,0.05859117840684661,96.18169848584594,356,232,True,0.05113335121376196,0.9021460852641511,1.5537488
Tnfaip6,False,80,0.014976958525345621,98.68334430546412,91,80,True,0.022910658412145395,0.8102180060034251,1.2308899
Nr4a2,False,53,0.020243581303489137,99.12771560236997,123,53,True,0.023491622362493508,2.178120186429178,6.0350757
Gm13546,False,80,0.015141540487162607,98.68334430546412,92,80,True,0.01840198445715575,0.6094213698694179,0.5256754
Dapl1,False,2227,2.0526662277814354,63.347597103357465,12472,2227,True,1.3048404525720154,2.3303133658377253,1.4454429
Baz2b,False,1225,0.2513166556945359,79.83870967741935,1527,1225,True,0.2819701766975592,0.6786704499828409,0.76888394
Cd302,False,947,0.47564186965108624,84.41408821593154,2890,947,True,0.3241444206754863,1.2690729460972132,1.8602595
Dpp4,False,1220,0.2633311389071758,79.92100065832784,1600,1220,True,0.2803863602440386,0.6161012833547436,0.54913586
Gca,False,352,0.10286372613561554,94.20671494404213,625,352,True,0.08301415512363791,0.6353511036902132,0.6167428
Galnt3,False,75,0.014483212639894667,98.76563528637261,88,75,True,0.014673780929338432,1.0713460346380912,2.147993
Cers6,False,959,0.20309414088215932,84.21658986175116,1234,959,True,0.22362745794523584,0.6994222668284685,0.84176606
Dhrs9,False,454,0.09052007899934167,92.52797893350889,550,454,True,0.1374625555079885,0.884029832348487,1.4901232
Nfe2l2,False,2181,0.607801184990125,64.10467412771561,3693,2181,True,0.5403004083566014,0.8532209055672646,0.65224475
Itga4,False,2203,0.6489466754443713,63.74259381171823,3943,2203,True,0.5571312384211096,0.8621267515891287,0.6781154
Ube2l6,False,944,0.24522712310730743,84.46346280447663,1490,944,True,0.22930892900368077,0.9269049784636239,1.6407042
Prg2,False,75,0.05102040816326531,98.76563528637261,310,75,True,0.049726483777150526,3.914384736849911,12.13298
Spi1,False,3382,3.078176431863068,44.33838051349572,18703,3382,True,1.6010932960152837,2.098075508881249,1.1981982
Nr1h3,False,604,0.260862409479921,90.05924950625412,1585,604,True,0.19046468706773556,1.3023822604491873,2.9594114
Acp2,False,624,0.19075049374588546,89.73008558262015,1159,624,True,0.1417405663039788,0.808463456925256,1.2247277
A330069E16Rik,False,108,0.02106649111257406,98.22251481237656,128,108,True,0.02736643630788371,1.599929696054349,4.0044227
Chst1,False,33,0.020737327188940093,99.45687952600395,126,33,True,0.017854852952547535,1.869335978010171,4.9506
Trp53i11,False,632,0.12853851217906517,89.59842001316656,781,632,True,0.16732423710508837,0.8857300485313687,1.4960945
Prr5l,False,464,0.09595128373930217,92.3633969716919,583,464,True,0.1375119405066138,0.9529568600521416,1.7322005
Lmo2,False,714,0.16655694535878868,88.24884792626729,1012,714,True,0.1774570379999374,0.9642483072384194,1.771857
Thbs1,False,551,0.17626728110599077,90.93153390388413,1071,551,True,0.19786206472548168,1.5239100540474837,3.7374356
Gchfr,False,94,0.02106649111257406,98.45292955892035,128,94,True,0.022465362371314326,0.6237472374768517,0.57598907
Rhov,False,292,0.05678077682685977,95.19420671494404,345,292,True,0.0735486249576139,0.7319486957037084,0.9560016
Nusap1,False,263,0.15602369980250164,95.67149440421329,948,263,True,0.08265532666060281,1.0582502415700008,2.1019995
Ehd4,False,984,0.315174456879526,83.8051349572087,1915,984,True,0.22926046074197257,0.7323496125403793,0.9574096
Snap23,False,2567,0.7875246872942725,57.751810401579995,4785,2567,True,0.7470717860360903,1.219165830481776,0.8879196
Ell3,False,61,0.011685319289005925,98.9960500329164,71,61,True,0.017555610752935866,0.8123724346010447,1.2384564
Gm14085,False,242,0.04739960500329164,96.01711652402896,288,242,True,0.06237872737146308,0.7108254477940131,0.88181496
Gatm,False,356,0.13084265964450295,94.14088215931534,795,356,True,0.07186619642444148,0.6441287715550211,0.6475707
AA467197,False,1223,0.44437129690585914,79.87162606978275,2700,1223,True,0.4398865165006461,1.314736291626875,1.9929076
Bloc1s6os,False,167,0.02880184331797235,97.25148123765635,175,167,True,0.041559124415263736,0.6065884602098347,0.51572603
Sqrdl,False,1269,0.32027649769585254,79.11454904542462,1946,1269,True,0.3261931395185298,0.8369511508997384,0.6049825
Dut,False,1488,0.5595786701777485,75.51020408163265,3400,1488,True,0.38317291149467525,0.8758882035098396,0.7180913
Hdc,False,2257,1.4748189598420014,62.853851217906524,8961,2257,True,1.2082185036276887,2.1993266952459747,1.8902966
Dusp2,False,2235,0.6838380513495721,63.21593153390388,4155,2235,True,0.6634595515689622,1.318183786285728,1.0912764
Bcl2l11,False,1312,0.28554970375246874,78.40684660961159,1735,1312,True,0.2986992819476989,0.6719374701448204,0.7452372
Il1b,False,2909,2.1459842001316654,52.1231073074391,13039,2909,True,1.5297843612649282,2.8989597689646174,2.177037
Sirpa,False,1732,0.6550362080315998,71.49440421329822,3980,1732,True,0.49753797789724913,0.9839183044591773,1.0319096
Tgm3,False,56,0.01991441737985517,99.07834101382488,121,56,True,0.019991109312524753,1.4408381099768497,3.44568
Atrn,False,657,0.12310730743910467,89.1869651086241,748,657,True,0.1495303853413117,0.6175952916700322,0.5543829
Cdc25b,False,883,0.18745885450954575,85.46741277156023,1139,883,True,0.21297838501531963,0.6543387765948533,0.68342906
Smox,False,1139,0.25592495062541143,81.25411454904543,1555,1139,True,0.3125513965811123,0.9313390713079382,0.8791714
Prnp,False,180,0.035878867676102696,97.03752468729428,218,180,True,0.04873994173054805,0.8301337420780376,1.3008356
Pcna,False,1779,0.6290322580645161,70.7208689927584,3822,1779,True,0.43686089832774866,0.8507928826932306,0.64519155
Gpcpd1,False,2327,0.6076366030283081,61.70177748518763,3692,2327,True,0.616589100619661,0.9947394249975137,1.063344
Dstn,False,2398,1.118334430546412,60.53324555628703,6795,2398,True,0.7544076626954825,1.2880956815725408,1.0294833
Rrbp1,False,2405,0.8317972350230415,60.41803818301514,5054,2405,True,0.6042921862183533,0.9277720897729655,0.8688096
Cd93,False,553,0.18630678077682686,90.89861751152074,1132,553,True,0.13973032763457544,0.9677426934052573,1.7841296
Cst3,False,5106,8.75987491770902,15.964450296247534,53225,5106,True,2.2471008648686803,3.039952844483621,1.0802857
Cst7,False,1797,0.5371955233706386,70.42462146148782,3264,1797,True,0.49385974920186554,0.9313468489798193,0.87919396
Abhd12,False,1071,0.29542462146148785,82.37327188940093,1795,1071,True,0.24037571455499473,0.6346213985919121,0.61418
H13,False,3388,1.1267281105990783,44.23963133640553,6846,3388,True,0.8360543920235739,1.0451018317500165,0.5304381
Id1,False,655,0.18712969058591178,89.2198815009875,1137,655,True,0.24548128173527964,1.4894808674024136,3.6165173
Bcl2l1,False,719,0.1458196181698486,88.16655694535879,886,719,True,0.18818306877775096,0.8144563944220838,1.2457755
Tpx2,False,245,0.10006583278472679,95.96774193548387,608,245,True,0.05134297001300585,0.6805849035242658,0.77560765
Edem2,False,1366,0.38018433179723504,77.51810401579988,2310,1366,True,0.335563886538755,1.274996259121647,1.8774662
Tgm2,False,769,0.18647136273864384,87.34364713627386,1133,769,True,0.19884843682165998,0.7935885593265694,1.1724858
Ppp1r16b,False,1544,0.348090849242923,74.58854509545753,2115,1544,True,0.40213222489061007,0.829059592037361,0.5820582
Mafb,False,576,0.36339697169190255,90.52007899934166,2208,576,True,0.23415371451140005,1.5901042612966392,3.969915
Ttpal,False,600,0.10747202106649112,90.12508229098091,653,600,True,0.13170367715711884,0.6111918946003254,0.5318937
Pkig,False,1399,0.4647794601711652,76.97498354180382,2824,1399,True,0.4060452406005229,1.1325595559462163,1.4636997
Pabpc1l,False,344,0.06731402238314681,94.33838051349572,409,344,True,0.08707930467604313,0.6916519697158043,0.81447613
Slpi,False,4635,8.64960500329164,23.71626069782752,52555,4635,True,2.693094731603702,3.9156268430467542,1.5025226
Sdc4,False,571,0.17972350230414746,90.60236998025016,1092,571,True,0.20002735853641063,1.293777073186499,2.9291894
Ube2c,False,450,0.35319289005924953,92.59381171823568,2146,450,True,0.1599386690014923,1.797434639030704,4.6980762
Pltp,False,710,0.348090849242923,88.31468071099408,2115,710,True,0.30198080574288366,1.8716199941506932,4.9586215
Mmp9,False,2408,1.890059249506254,60.36866359447004,11484,2408,True,1.3410390856076142,2.3027046975098497,1.4099228
Cd40,False,353,0.07883475971033575,94.19025674786043,479,353,True,0.07945009322138812,0.8375410958482574,1.3268508
Snai1,False,105,0.019749835418038184,98.27188940092167,120,105,True,0.028211232350916913,0.7889446026214205,1.1561759
Cebpb,False,4267,6.511026991441738,29.772876892692558,39561,4267,True,2.2975773615687336,2.9750643283504554,1.0124869
Gm17619,False,680,0.16573403554970376,88.80842659644503,1007,680,True,0.24710881876580124,1.2360874742659558,2.7265787
Pmepa1,False,281,0.05233706385780119,95.37524687294272,318,281,True,0.06534726117513033,0.6029602413328511,0.5029834
Ctsz,False,3185,2.2030941408821594,47.58064516129033,13386,3185,True,1.0990707513308406,1.5448985598662246,0.83632946
Sycp2,False,83,0.013824884792626729,98.63396971691903,84,83,True,0.022519550078255453,0.6899227368518189,0.8084029
Ppp1r3d,False,405,0.07504937458854509,93.33443054641212,456,405,True,0.11218085999866387,0.7717549996674299,1.0958046
Fam217b,False,225,0.04048716260697827,96.29690585911784,246,225,True,0.0560966363477377,0.7387124443281389,0.9797564
Plp2,False,2416,0.9976958525345622,60.236998025016455,6062,2416,True,0.8501082076079088,1.4277933070818472,1.3163854
Pim2,False,856,0.18054641211323239,85.91178406846609,1097,856,True,0.2017851035445282,0.6757860680545923,0.7587538
Cybb,False,1781,1.3112244897959184,70.687952600395,7967,1781,True,0.7335362877902567,1.5287603010621391,1.523745
Cfp,False,2208,1.1874588545095457,63.66030283080975,7215,2208,True,0.7675485001733761,1.3837809746400604,1.2259957
Il13ra1,False,1343,0.3230743910467413,77.89664252797893,1963,1343,True,0.37394642998741706,0.9819287609478535,1.0261301
Sh2d1a,False,1789,0.543285055957867,70.5562870309414,3301,1789,True,0.507946278114362,0.9908189071226247,1.0519552
Xlr,False,69,0.021560236998025017,98.86438446346281,131,69,True,0.01656621380276183,0.6264196446770623,0.5853748
3830403N18Rik,False,64,0.01892692560895326,98.9466754443713,115,64,True,0.01904709704914064,1.0212875460915884,1.9721836
Cd40lg,False,45,0.009545753785385122,99.25938117182356,58,45,True,0.016633763085331293,1.1139486667173693,2.2976172
Xlr3b,False,68,0.012343647136273865,98.88084265964451,75,68,True,0.015802559172202735,0.6563110386966037,0.69035584
Srpk3,False,162,0.0304476629361422,97.33377221856485,185,162,True,0.046817877915229594,0.8796640103575997,1.47479
Ssr4,False,4138,2.2516458196181697,31.895984200131664,13681,4138,True,1.1794345865259779,1.874221691830002,1.3667097
Gk,False,784,0.16589861751152074,87.09677419354838,1008,784,True,0.20794021996923936,0.8110012089062455,1.2336406
5430427O19Rik,False,825,0.16030283080974325,86.42198815009876,974,825,True,0.19229909020074817,0.6663312257480375,0.72554755
F630028O10Rik,False,1485,0.44881500987491774,75.55957867017776,2727,1485,True,0.4635692668506146,1.2701745600016552,1.8634596
Ar,False,48,0.008722843976300198,99.21000658327847,53,48,True,0.012677832056870791,0.6126157293120651,0.53689426
Cxcr3,False,1394,0.36586570111915734,77.05727452271232,2223,1394,True,0.36390191717870113,0.911230098639047,0.8207565
