,mt,n_cells_by_counts,mean_counts,pct_dropout_by_counts,total_counts,n_cells,highly_variable,means,dispersions,dispersions_norm
Cndp2,False,1549,0.521560236998025,74.50625411454905,3169,1549,True,0.3759415140067519,0.8218829834482332,0.56121075
Cd226,False,599,0.11537195523370639,90.14154048716262,701,599,True,0.14397514315642115,0.6093082424588065,0.52527815
Unc93b1,False,2514,1.2317314022383148,58.62409479921,7484,2514,True,0.8339552380425042,1.3239267577650675,1.103071
Gstp1,False,2152,0.902073732718894,64.58196181698486,5481,2152,True,0.5997223399880942,1.3843860631799527,2.1952343
Cdk2ap2,False,5639,5.112244897959184,7.192231731402243,31062,5639,True,2.019821454563959,2.2791836768685503,0.53174645
Carns1,False,69,0.01152073732718894,98.86438446346281,70,69,True,0.01790390733452514,0.6551899965119508,0.68641865
Pold4,False,2920,0.9307109940750494,51.94206714944043,5655,2920,True,0.7749427559871364,1.0989063242060941,0.64093834
Ctsw,False,2853,1.1869651086240949,53.044766293614224,7212,2853,True,0.8999168548233676,1.1644889215201277,0.7756277
Cdc42ep2,False,584,0.13726135615536536,90.38841342988808,834,584,True,0.13411976699698677,0.7315097916155293,0.9544601
Slc22a20,False,86,0.015470704410796577,98.58459512837393,94,86,True,0.020912222193484695,0.6295450265085558,0.5963514
Syvn1,False,561,0.10813034891375906,90.76695194206715,657,561,True,0.11916144487841678,0.6163513795768883,0.5500142
Ehd1,False,2241,0.5776826859776168,63.11718235681369,3510,2241,True,0.5622400928288074,0.8274055103191522,0.5772532
Gm14964,False,57,0.013660302830809743,99.06188281764318,83,57,True,0.016856977770512607,1.0074001845523728,1.92341
Prdx5,False,4982,5.746050032916393,18.005266622778148,34913,4982,True,2.1117553198919894,2.4457244028604377,0.68309623
Fkbp2,False,1830,0.7317314022383147,69.88150098749178,4446,1830,True,0.4848085777280557,1.2591583483591713,1.8314584
Slc3a2,False,2133,0.6242593811718236,64.89466754443714,3793,2133,True,0.530190324556942,1.7881586497975333,3.3681593
Ahnak,False,1340,0.4379526003949967,77.94601711652402,2661,1340,True,0.3581748481071287,0.9785754004386075,1.0163889
Rab3il1,False,281,0.0793285055957867,95.37524687294272,482,281,True,0.058857324114236345,0.6178938495073656,0.5554315
Slc15a3,False,1040,0.23337722185648452,82.88347597103358,1418,1040,True,0.2715135133744062,0.811282359353154,1.234628
AW112010,False,4407,4.760697827518104,27.468729427254768,28926,4407,True,1.8751177344984349,2.369678593212507,0.6139869
Ms4a1,False,913,0.7687623436471362,84.97366688610927,4671,913,True,0.7700885605777028,2.621867908676526,3.7686994
Ms4a7,False,271,0.11998025016458196,95.5398288347597,729,271,True,0.09312179553237529,1.5495334606033004,3.827427
Ms4a4c,False,3612,2.3844634628044767,40.55299539170507,14488,3612,True,1.21367804820446,1.5071334225907365,0.7755081
Ms4a6c,False,1515,2.208360763660303,75.0658327847268,13418,1515,True,0.9569024112225345,2.379750718163126,2.1808724
Gm8369,False,2535,0.7949308755760369,58.27847267939434,4830,2535,True,0.7369817807905586,1.1646631424265486,0.7759855
Ms4a6d,False,1288,0.7409479921000658,78.80184331797236,4502,1288,True,0.45528418868828463,1.48059831653273,2.4747226
Ms4a3,False,78,0.09035549703752468,98.71626069782752,549,78,True,0.026235997444274815,1.856939130729555,4.907061
Oosp1,False,55,0.017939433838051348,99.09479921000658,109,55,True,0.017084265517586305,1.1996493956004346,2.5986052
Mpeg1,False,1760,0.9404213298222515,71.03357472021065,5714,1760,True,0.6473620988848701,1.5807353452265842,1.6304879
Gcnt1,False,600,0.11668861092824226,90.12508229098091,709,600,True,0.14110387138722263,0.6627662449043143,0.71302706
Anxa1,False,2861,3.129690585911784,52.913100724160635,19016,2861,True,1.505853481842909,2.5821649735430894,1.7694635
Gda,False,2211,0.9586899275839368,63.61092824226464,5825,2211,True,0.8673169439423742,1.5849678192521852,1.6391803
Abhd17b,False,858,0.17857142857142858,85.8788676761027,1085,858,True,0.1919573024349297,0.6340044756905961,0.61201334
Pip5k1b,False,218,0.03900592495062541,96.41211323238973,237,218,True,0.057613090476198066,0.7242925367043711,0.9291125
Foxd4,False,72,0.013001974983541803,98.81500987491772,79,72,True,0.022118988220567962,0.8744686335775302,1.4565434
Cd274,False,554,0.10878867676102699,90.88215931533904,661,554,True,0.12181327300382322,0.6171903243126867,0.55296063
Pdcd1lg2,False,179,0.03225806451612903,97.05398288347598,196,179,True,0.04388080582449468,0.6892159338134873,0.80592054
Sgms1,False,1120,0.23173140223831468,81.5668202764977,1408,1120,True,0.27439247775889397,0.7082439181500014,0.87274843
Ankrd22,False,333,0.06336405529953917,94.5194206714944,385,333,True,0.08485444781977364,0.7114378537777852,0.8839658
Acta2,False,217,0.042297564186965106,96.42857142857143,257,217,True,0.06006543365397739,0.7839852057024925,1.1387581
Fas,False,1248,0.2618499012508229,79.4601711652403,1591,1248,True,0.3231366337047178,0.8529887073921986,0.6515702
Ifit2,False,455,0.10105332455562871,92.51152073732719,614,455,True,0.11030374811830757,0.857958188933764,1.3985573
Ifit3,False,1908,0.6752797893350889,68.5977616853193,4103,1908,True,0.6345835573317579,1.7831442739692176,2.0461824
Ifit1bl1,False,1213,0.28752468729427255,80.03620803159974,1747,1213,True,0.3201236489514401,0.9640092452456058,0.97407544
Ifit3b,False,918,0.2379855167873601,84.89137590520079,1446,918,True,0.28035967214843344,1.3387761755546717,3.08723
Ifit1bl2,False,127,0.022876892692560897,97.90980908492429,139,127,True,0.036034482690761385,0.8029078184110425,1.2052159
Ifit1,False,1543,0.5707702435813035,74.60500329163924,3468,1543,True,0.5574068196880642,1.997036030284947,3.9749303
Hhex,False,1157,0.2771560236998025,80.95786701777486,1684,1157,True,0.29002634026362023,0.8636914315143961,1.418693
Hells,False,562,0.16984858459512836,90.75049374588545,1032,562,True,0.13034376986899393,0.7139929883493077,0.8929396
Entpd1,False,1111,0.2509874917709019,81.71494404213297,1525,1111,True,0.3064594427898145,0.9782835430728962,1.82115
Blnk,False,709,0.21379196840026332,88.33113890717577,1299,709,True,0.2569486047256287,1.244811323679048,2.7572176
Dntt,False,76,0.025674786043449638,98.74917709019093,156,76,True,0.02774861177270286,1.191068894086428,2.5684698
Scd1,False,676,0.20901909150757078,88.87425938117183,1270,676,True,0.28597061966023546,1.5719012190261383,3.9059844
Nolc1,False,1117,0.2519749835418038,81.61619486504279,1531,1117,True,0.24970957230786706,0.6263505608537604,0.5851322
Nfkb2,False,1100,0.2335418038183015,81.89598420013166,1419,1100,True,0.24932831275486372,0.6198232821773279,0.5622078
Nt5c2,False,772,0.14927583936800526,87.29427254772877,907,772,True,0.1752267399266061,0.6248475366267363,0.5798534
Calhm2,False,852,0.19486504279131006,85.9776168531929,1184,852,True,0.18932218851239552,0.6186711445555018,0.55816144
Cfap43,False,995,0.1902567478604345,83.62409479921,1156,995,True,0.24625195140747716,0.7714404432901062,1.0946999
Gsto1,False,1161,0.38890717577353523,80.89203423304807,2363,1161,True,0.2802236279212404,0.7526124709519653,1.0285745
Mirt1,False,783,0.14631336405529954,87.11323238973009,889,783,True,0.18657169887680716,0.6300390120138448,0.5980863
4833407H14Rik,False,738,0.15585911784068465,87.85385121790652,947,738,True,0.2053644433298613,0.9166977336277429,1.6048555
Tcf7l2,False,416,0.11224489795918367,93.15339038841343,682,416,True,0.09064342230458522,0.7286478872060839,0.94440883
Csf2ra,False,1778,0.5786701777485188,70.73732718894009,3516,1778,True,0.48136579126225076,0.8467951904589543,0.6335786
Csprs,False,228,0.044107965766951945,96.24753127057275,268,228,True,0.05755561582480132,0.6999443436160827,0.8435996
AC125149.3,False,456,0.09397630019749835,92.49506254114549,571,456,True,0.1073156255607675,0.7288024119486753,0.94495153
PISD,False,1964,0.4957208689927584,67.67610269914417,3012,1964,True,0.4896075079903748,0.8962184776075733,0.777149
